12761,10,bad,Any liability on behalf of the service is only limited to the fees you paid as a user,Terms and Conditions of Use,"OR (3) AGGREGATE LIABILITY FOR ALL CLAIMS RELATING TO THE SPOTIFY SERVICE, THIRD PARTY APPLICATIONS, OR THIRD PARTY APPLICATION CONTENT MORE THAN THE AMOUNTS PAID BY YOU TO SPOTIFY DURING THE PRIOR TWELVE MONTHS IN QUESTION.</p>",Any liability on behalf of the service is only limited to the fees you paid as a user
12995,80,bad,App required for this service requires broad device permissions,Privacy Statement,"If you use the Netflix app on a mobile device, tablet, or streaming media device, we may collect a resettable device identifier from your device.
 Resettable device identifiers (also known as advertising identifiers) are similar to cookies and are found on many mobile devices and tablets (for example, the ""Identifier for Advertisers"" (or IDFA) on Apple iOS devices and the ""Google Advertising ID"" on Android devices), and certain streaming media devices.",App required for this service requires broad device permissions
12814,80,bad,App required for this service requires broad device permissions,Privacy Policy,"We collect this information when a Google service on your device contacts our servers â€” for example, when you install an app from the Play Store or when a service checks for automatic updates.
 If youâ€™re using an Android device with Google apps, your device periodically contacts Google servers to provide information about your device and connection to our services.
 This information includes things like your device type, carrier name, crash reports, and which apps you've installed.",App required for this service requires broad device permissions
12221,80,bad,App required for this service requires broad device permissions,Data Policy,"Device Information</b>As described below, we collect information from and about the computers, phones, connected TVs and other web-connected devices you use that integrate with our Products, and we combine this information across different devices you use.
 For example, we use information collected about your use of our Products on your phone to better personalize the content (including ads) or features you see when you use our Products on another device, such as your laptop or tablet, or to measure whether you took an action in response to an ad we showed you on your phone on a different device.Information we obtain from these devices includes: <ul>
 <li>
 <b>Device attributes:</b> information such as the operating system, hardware and software versions, battery level, signal strength, available storage space, browser type, app and file names and types, and plugins.</li>
 <li>
 <b>Device operations:</b> information about operations and behaviors performed on the device, such as whether a window is foregrounded or backgrounded, or mouse movements (which can help distinguish humans from bots).</li>
 <li>
 <b>Identifiers:</b> unique identifiers, device IDs, and other identifiers, such as from games, apps or accounts you use, and Family Device IDs (or other identifiers unique to Facebook Company Products associated with the same device or account).</li>
 <li>
 <b>Device signals:</b> Bluetooth signals, and information about nearby Wi-Fi access points, beacons, and cell towers.</li>
 <li>
 <b>Data from device settings:</b> information you allow us to receive through device settings you turn on, such as access to your GPS location, camera or photos.</li>
 <li>
 <b>Network and connections:</b> information such as the name of your mobile operator or ISP, language, time zone, mobile phone number,",Facebook collects a lot of device information through the Instagram App.
1059,80,bad,App required for this service requires broad device permissions,Data Policy,"information you allow us to receive through device settings you turn on, such as access to your GPS location, camera or photos.</li>",App required for this service requires broad device permissions
950,50,good,Archives of their agreements are provided so that changes can be viewed over time,,,Partial archives of their terms are available
12997,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Statement,These cookies are strictly necessary to provide our website or online service.,Blocking first party cookies may limit your ability to use the service
12200,50,neutral,Blocking first party cookies may limit your ability to use the service,About Cookies,"<b>How to control cookies or other collection mechanisms</b>
 </p>
 <p>Follow the instructions provided by your website or mobile browser (usually located within the ""Help"", ""Tools"" or ""Edit"" facility) to modify your cookie settings.
 Please note that if you set your browser to disable cookies or other technologies, you may not be able to access certain parts of our Service and other parts of our Service may not work properly.</p>",Blocking first party cookies may limit your ability to use the service
11217,50,neutral,Blocking first party cookies may limit your ability to use the service,"Websites, Communications & Cookies Privacy Notice","<strong>Cookie History</strong>: You can accept or decline individual cookies in your Firefox preferences in the Tools/Options/Privacy history section.
 Note that certain features of our products and services may not function properly without the aid of cookies.",Blocking first party cookies may limit your ability to use the service
10856,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy Agreement,"However, please note that if you do this, you may not be able to access the full functionality of our websites.",Blocking first party cookies may limit your ability to use the service
10745,50,neutral,Blocking first party cookies may limit your ability to use the service,Cookie Policy,"Certain parts of the Facebook Products may not work properly if you have disabled browser cookie use.
 Please be aware these controls are distinct from the controls that Facebook offers you.",Blocking first party cookies may limit your ability to use the service
5842,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy,"You can also configure your browser to block all cookies from a specific domain or all domains.
 But remember that our services rely on cookies to function properly, for things like remembering your language preferences.",Blocking cookies may limit your ability to use the service
5828,50,neutral,Blocking first party cookies may limit your ability to use the service,Cookie Policy,"Essential Cookies</strong> These cookies are essential to the operation of the Twitch Services in order to enable you to move around it and to use its features.
 Without these cookies, services you have asked for, such as accessing secure areas of the website or paid for content, cannot be provided.
 These cookies are essential for using the website and therefore cannot be turned off without severely affecting your use of the website.",Blocking cookies may limit your ability to use the service
point_id,score,point,case,quoteDoc,quoteText,title
1041,90,good,Content is published under a free license instead of a bilateral one,Terms of Use,"When you submit text to which you hold the copyright, you agree to license it under:
 <ul>
 <li>Creative Commons Attribution-ShareAlike 3.0 Unported License (â€œCC BY-SAâ€), and</li>
 <li>GNU Free Documentation License (â€œGFDLâ€) (unversioned, with no invariant sections, front-cover texts, or back-cover texts).</li>
 </ul>
 <p>(Re-users may comply with either license or both.)</p>
 <p>The only exception is if the Project edition or feature requires a different license.
 In that case, you agree to license any text you contribute under that particular license.",You publish your contributions under free licenses
13351,15,good,Copyright license limited for the purposes of that same service but transferable and sublicenseable,Steam Subscriber Agreement,"right to use, reproduce, modify, create derivative works from, distribute, transmit, transcode, translate, broadcast, and otherwise communicate, and publicly display and publicly perform, your User Generated Content, and derivative works of your User Generated Content, for the purpose of the operation, distribution, incorporation as part of and promotion of the Steam service, Steam games or other Steam offerings, including Subscriptions.
 This license is granted to Valve as the content is uploaded on Steam for the entire duration of the intellectual property rights.
 It may be terminated if Valve is in breach of the license and has not cured such breach within fourteen (14) days from receiving notice from you sent to the attention of the Valve Legal Department at the applicable Valve address noted on this Privacy Policy page.
 The termination of said license does not affect the rights of any sub-licensees pursuant to any sub-license granted by Valve prior to termination of the license.
 Valve is the sole owner of the derivative works created by Valve from your User Generated Content, and is therefore entitled to grant licenses on these derivative works.",Copyright license limited for the purposes of that same service but transferable and sublicenseable
13711,35,bad,"Defend, indemnify, hold harmless; survives termination",Terms of Service,"Upon termination of these Terms of Service, any provision which, by its nature or express terms should survive, will survive such termination or expiration, including, but not limited to, Sections 7, 8, 11, 12, and 15-17.</p>","defend, indemnify, hold harmless; survives termination"
13356,35,bad,"Defend, indemnify, hold harmless; survives termination",Steam Subscriber Agreement,"Sections 2.C., 2.D., 2.F., 2.G., 3.A., 3.B., 3.D., 3.H., and 5 - 12 will survive any expiration or termination of this Agreement.</p>","defend, indemnify, hold harmless; survives termination"
12251,35,bad,"Defend, indemnify, hold harmless; survives termination",Terms of Use,"This paragraph, and the section below called ""Our Agreement and What Happens if We Disagree,"" will still apply even after your account is terminated or deleted.","defend, indemnify, hold harmless; survives termination"
10736,35,bad,"Defend, indemnify, hold harmless; survives termination",Terms of Service,"If you delete or we disable your account, these Terms shall terminate as an agreement between you and us, but the following provisions will remain in place","defend, indemnify, hold harmless; survives termination"
12754,35,bad,"Defend, indemnify, hold harmless; survives termination",Terms and Conditions of Use,"Sections 7, 8, 9, 11, 15, 16, 17, 18, 19, 20, 21, 22, 23, and 24 herein, as well as any other sections of the Agreements that, either explicitly or by their nature, must remain in effect even after termination of the Agreements, shall survive termination.</p>","defend, indemnify, hold harmless; survives termination"
20755,30,good,Details are provided about what kind of information they collect,Amazon Privacy Notice,</p> What Personal Information About Customers Does Amazon Collect?,Details are provided about what kind of information they collect
20323,30,good,Details are provided about what kind of information they collect,Privacy Policy (updated version 2021),"<strong>What Personal Information Do Our Brands Collect?</strong>
 </p>",Details are provided about what kind of information they collect
13934,30,good,Details are provided about what kind of information they collect,Privacy Policy,Information Google collects<p>We want you to understand the types of information we collect as you use our services,The service provides details about what kinds of personal information they collect
13628,30,good,Details are provided about what kind of information they collect,Privacy Statement,We receive and store information about you such as:,The service provides details about what kinds of personal information they collect
13415,30,good,Details are provided about what kind of information they collect,Privacy Policy,"<li>the information we, Couchsurfing International, Inc.
 (â€œCouchsurfingâ€) collect about you,</li>",The service provides details about what kinds of personal information they collect
13087,30,good,Details are provided about what kind of information they collect,Privacy Notice,Personal Information Twitch Collects About You,The service provides details about what kinds of personal information they collect
12186,30,good,Details are provided about what kind of information they collect,Data Policy,"What kinds of information do we collect?</b> To provide the Facebook Products, we must process information about you.
 The types of information we collect depend on how you use our Products.",The service provides details about what kinds of personal information they collect
13640,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Statement,"At this time, we do not respond to web browser ""do not track"" signals.",This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.
7588,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,"Do Not Track</b>
 </p>
 <p>We do not currently respond to browser
 do-not-track signals",This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.
5617,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Notice,"However, Twitch does not recognize or respond to browser-initiated DNT signals.",This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.
22905,50,bad,Extra data may be collected about you through promotions,Firefox Privacy Notice,"as well as basic data about your interactions with Firefoxâ€™s suggested content.
 This includes the number of times suggested content is displayed or clicked.</p>",Extra data may be collected about you through promotions
13983,50,bad,Extra data may be collected about you through promotions,Privacy Policy Agreement,"<li>Information you provide to us when participating in competitions, contests and tournaments or responding to surveys, e.g.
 your contact details.",The service may collect extra data about you through promotions
13631,50,bad,Extra data may be collected about you through promotions,Privacy Statement,or participate in surveys or marketing promotions.,The service may collect extra data about you through promotions
13090,50,bad,Extra data may be collected about you through promotions,Privacy Notice,enter contests or sweepstakes.,The service may collect extra data about you through promotions
16432,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Use,"Enforcement of these Terms, however, is solely in our discretion and the absence of enforcement in some instances does not waive of our right to enforce the Terms in other instances.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
13959,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,"If you donâ€™t follow these terms or the service-specific additional terms, and we donâ€™t take action right away, that doesnâ€™t mean weâ€™re giving up any rights that we may have, such as taking action in the future.</p>",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
13709,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,"If we fail to exercise or enforce any right or provision of these Terms of Service, it will not constitute a waiver of such right or provision.
 Any waiver of any provision of these Terms of Service will be effective only if in writing and signed by the relevant party.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
12249,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Use,"If we fail to enforce any aspect of this agreement, it will not be a waiver.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
10739,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,"If we fail to enforce any of these Terms, it will not be considered a waiver.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
9465,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,"If we fail to enforce any of these Terms, it will not be considered a waiver.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
8973,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,No failure or delay by either party in exercising any right under the Contract will constitute a waiver of that right.,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
9587,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Use,"If in any circumstance, we do not apply or enforce any provision of these Terms of Use, it is not a waiver of that provision.",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
12763,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms and Conditions of Use,"Any failure by Spotify or any third party beneficiary to enforce the Agreements or any provision thereof shall not waive Spotifyâ€™s or the applicable third party beneficiaryâ€™s right to do so.</p>
 <p>",Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision
10302,90,good,Features of the website are made available under a free software license,Firefox Cloud Services: Terms of Service,The Services are distributed under and subject to the current version of the Mozilla Public License.</p>,Features of the website are made available under a free software license
22907,10,neutral,First-party cookies are used,Firefox Privacy Notice,We base the recommendations in about:addons on a cookie.,First-party cookies are used
13985,10,neutral,First-party cookies are used,Privacy Policy Agreement,"We use ""Cookies"", which are text files placed on your computer, and similar technologies",This service requires first-party cookies
13091,10,neutral,First-party cookies are used,Privacy Notice,we automatically record and store certain information about your system by using cookies and other types of technologies.,This service requires first-party cookies
12999,10,neutral,First-party cookies are used,Privacy Statement,"For example, we and our Service Providers may use these cookies to authenticate and identify our members when they use our websites and applications so we can provide our service to them.",This service requires first-party cookies
12205,10,neutral,First-party cookies are used,About Cookies,"We may use technologies like cookies, pixels and local storage to deliver, secure, and understand products, services, and ads.",This service requires first-party cookies
627,10,neutral,First-party cookies are used,Cookie Policy,"We use cookies if you have a Facebook account, use the Facebook Products, including our website and apps, or visit other websites and apps that use the Facebook Products (including the Like button or other Facebook Technologies).",Facebook uses cookies
13951,15,neutral,"If you are the target of a copyright claim, your content may be removed",Terms of Service,"For example, we suspend or close the Google Accounts of repeat copyright infringers as described in our Copyright Help Center.</p>","If you are the target of a copyright claim, your content may be removed"
13347,15,neutral,"If you are the target of a copyright claim, your content may be removed",Steam Subscriber Agreement,"The Content and Services are protected by copyright laws, international copyright treaties and conventions and other laws.
 The Content and Services contain certain licensed materials and Valveâ€™s and its affiliatesâ€™ licensors may protect their rights in the event of any violation of this Agreement.</p>","If you are the target of a copyright claim, your content may be removed"
12750,15,neutral,"If you are the target of a copyright claim, your content may be removed",Terms and Conditions of Use,"If Spotify is notified by a copyright holder, using the forms provided by Spotify, that any Content infringes a copyright, Spotify may in its sole discretion remove such Content from the Service, or take other steps that Spotify deems appropriate, without prior notification to the user or other party who supplied or posted that Content.","If you are the target of a copyright claim, your content may be removed"
13699,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them",Terms of Service,"By submitting ideas, suggestions, documents, and/or proposals (the â€œSubmissionsâ€) to Twitch or its employees, you acknowledge and agree that Twitch shall be entitled to use or disclose such Submissions for any purpose in any way without providing compensation or credit to you.</p>","If you offer suggestions to the service, they become the owner of the ideas that you give them"
637,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them",Terms of Use,"If you provide a Submission, whether by email or otherwise, you agree that it is non-confidential (unless Couchsurfing states otherwise in writing) and shall become the sole property of Couchsurfing.
 Couchsurfing shall own exclusive rights, including all intellectual property rights, and shall be entitled to the unrestricted use and dissemination of Submissions for any purpose, commercial or otherwise.
 You acknowledge that Couchsurfing is not obligated to provide acknowledgment or compensation to you in exchange for Submissions.</p>",Couchsurfing becomes the owner of ideas you give them
20300,50,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",Terms and Conditions,"You agree that your submission of any ideas, suggestions, documents, and/or proposals to Meredith (""<strong>Feedback</strong>"") is at your own risk and that Meredith has no obligations with respect to such Feedback.
 You represent and warrant that you have all rights necessary to submit the Feedback.
 You hereby grant to Meredith the right to use any Feedback in any way at any time without any additional approval or compensation.<br>
 <br>","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
13950,50,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",Terms of Service,"If you choose to give us feedback, such as suggestions to improve our services, we may act on your feedback without obligation to you.","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
12227,50,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",Terms of Use,"We always appreciate feedback or other suggestions, but may use them without any restrictions or obligation to compensate you for them, and are under no obligation to keep them confidential.","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
12737,50,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",Terms and Conditions of Use,"<p>If you provide feedback, ideas or suggestions to Spotify in connection with the Spotify Service or Content (â€œFeedbackâ€), you acknowledge that the Feedback is not confidential and you authorize Spotify to use that Feedback without restriction and without payment to you.
 Feedback is considered a type of User Content.","If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner"
20331,50,bad,Information is gathered about you through third parties,Privacy Policy (updated version 2021),"We work with third-party data partners who share personal information with us, including your demographic information, internet activity information, purchasing information, and interests, preferences, and other behavioral data, which help us understand you better and ensure the content and services we offer are relevant and compelling.",Information is gathered about you through third parties
13676,50,bad,Information is gathered about you through third parties,Privacy Notice,"We may obtain additional information from third parties and sources other than the Twitch Services.
 For example, we may obtain additional information from advertisers, games or services you use, or social media networks (such as Facebook) for which you have approved our access.",This service gathers information about you through third parties
13420,50,bad,Information is gathered about you through third parties,Privacy Policy,</ul> Information We Collect from Other Sources <p>We may also obtain information from other sources and combine that with information we collect through our Services.,This service gathers information about you through third parties
13003,50,bad,Information is gathered about you through third parties,Privacy Statement,"We collect information from other companies with whom you have a relationship (â€œPartnersâ€).
 These Partners might include (depending on what services you use): your TV or internet service provider, or other streaming media device providers who make our service available on their device.",This service gathers information about you through third parties
12821,50,bad,Information is gathered about you through third parties,Privacy Policy,"We may also collect information about you from trusted partners, including marketing partners who provide us with information about potential customers of our business services, and security partners who provide us with information to protect against abuse.
 We also receive information from advertisers to provide advertising and research services on their behalf.",This service gathers information about you through third parties
12196,50,bad,Information is gathered about you through third parties,Data Policy,We also receive information about your online and offline actions and purchases from third-party data providers who have the rights to provide us with your information.,This service gathers information about you through third parties
10690,50,bad,Information is gathered about you through third parties,Data Policy,We also receive information about your online and offline actions and purchases from third-party data providers who have the rights to provide us with your information.,This service gathers information about you through third parties
13632,50,good,Information is provided about how they collect personal data,Privacy Statement,"We collect this information in a number of ways, including",The service provides information about how they collect personal data
13089,50,good,Information is provided about how they collect personal data,Privacy Notice,We obtain information about you through the means discussed below when we provide the Twitch Services.,The service provides information about how they collect personal data
22900,30,good,Information is provided about how your personal data is used,Firefox Privacy Notice,"In this Privacy Notice, we explain what data Firefox shares and point you to settings to share even less.",Information is provided about how your personal data is used
20328,30,good,Information is provided about how your personal data is used,Privacy Policy (updated version 2021),Do Our Brands Use Personal Information?</strong>,Information is provided about how your personal data is used
13636,30,good,Information is provided about how your personal data is used,Privacy Statement,Use of Information,The service provides information about how they intend to use your personal data
13416,30,good,Information is provided about how your personal data is used,Privacy Policy,how we use and share that information,The service provides information about how they intend to use your personal data
12820,30,good,Information is provided about how your personal data is used,Privacy Policy,</p>Why Google collects data,The service provides information about how they intend to use your personal data
12202,30,good,Information is provided about how your personal data is used,Data Policy,How do we use this information?</b>We use the information we have (subject to choices you make) as described below and to provide and support the Facebook Products and related services described in the Facebook Terms and Instagram Terms.,The service provides information about how they intend to use your personal data
10693,30,good,Information is provided about how your personal data is used,Data Policy,How do we use this information? We use the information we have (subject to choices you make) as described below and to provide and support the Facebook Products and related services described in the Facebook Terms and Instagram Terms.,The service provides information about how they intend to use your personal data
22911,15,good,Information is provided about security practices,Firefox Privacy Notice,"For security purposes, we store the IP addresses used to access your Firefox Account in order to approximate your city and country.
 We use this data to send you email alerts if we detect suspicious activity, such as account logins from other locations.",Information is provided about security practices
22908,15,good,Information is provided about security practices,Firefox Privacy Notice,"To help protect you from malicious downloads, Firefox sends basic information about unrecognized downloads to Google's SafeBrowsing Service, including the filename and the URL it was downloaded from.",Information is provided about security practices
13684,50,bad,"Instead of asking directly, this Service will assume your consent merely from your usage.",Terms of Service,Your continued use of the Twitch Services after the effective date of the revised Terms of Service constitutes your acceptance of the terms.</p>,"Instead of asking directly, this Service will assume your consent merely from your usage."
13551,50,bad,"Instead of asking directly, this Service will assume your consent merely from your usage.",Terms and Conditions of Use,"In some cases, we will notify you in advance, and your continued use of the Service after the changes have been made will constitute your acceptance of the changes.
 Please therefore make sure you read any such notice carefully.
 If you do not wish to continue using the Service under the new version of the Agreements, you may terminate your account by contacting us.","Instead of asking directly, this Service will assume your consent merely from your usage."
20304,10,neutral,Instructions are provided on how to submit a copyright claim,Terms and Conditions,"If you believe content posted on the Services infringes your copyright rights, please provide our Copyright Agent with the following information:",Instructions are provided on how to submit a copyright claim
13952,10,neutral,Instructions are provided on how to submit a copyright claim,Terms of Service,"<p>If you think someone is infringing your intellectual property rights, you can send us notice of the infringement and weâ€™ll take appropriate action.",Provides instructions on how to submit a copyright claim
13697,10,neutral,Instructions are provided on how to submit a copyright claim,Terms of Service,"If you are the copyright owner or agent thereof and believe that content posted on the Twitch Services infringes upon your copyright, please submit a notice following our DMCA Guidelines, which include further information about our policies, what to include in your notice, and where to submit your notice.</p>",Provides instructions on how to submit a copyright claim
12256,10,neutral,Instructions are provided on how to submit a copyright claim,Community Guidelines,"If you believe someone is violating your trademark, you can file a trademark report.",Provides instructions on how to submit a copyright claim
10300,10,neutral,Instructions are provided on how to submit a copyright claim,Firefox Cloud Services: Terms of Service,See here to report claims of copyright or trademark infringement.,Provides instructions on how to submit a copyright claim
22897,10,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,Firefox Cloud Services: Terms of Service,"If any portion of these Terms is held to be invalid or unenforceable, the remaining portions will remain in full force and effect.",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
13958,10,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,Terms of Service,"<p>If it turns out that a particular term is not valid or enforceable, this will not affect any other terms.",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
13710,10,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,Terms of Service,"If any provision of these Terms of Service is held to be unlawful, void, or for any reason unenforceable, then that provision will be limited or eliminated from these Terms of Service to the minimum extent necessary and will not affect the validity and enforceability of any remaining provisions.</p>",Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder
